Date,Gold Price/gram
26-03-19,42.327
27-03-19,42.1
28-03-19,41.527
29-03-19,41.543
01-04-19,41.392
02-04-19,41.534
03-04-19,41.539
04-04-19,41.546
05-04-19,41.522
08-04-19,41.735
09-04-19,41.932
10-04-19,42.058
11-04-19,41.549
12-04-19,41.491
15-04-19,41.426
16-04-19,41.046
17-04-19,40.969
18-04-19,41.014
19-04-19,41.014
22-04-19,40.984
23-04-19,40.88
24-04-19,40.986
25-04-19,41.112
26-04-19,41.353
29-04-19,41.171
30-04-19,41.258
01-05-19,41.061
02-05-19,40.859
03-05-19,41.118
06-05-19,41.247
07-05-19,41.311
08-05-19,41.199
09-05-19,41.274
10-05-19,41.337
13-05-19,41.842
14-05-19,41.71
15-05-19,41.685
16-05-19,41.345
17-05-19,41.073
20-05-19,41.073
21-05-19,40.984
22-05-19,40.972
23-05-19,41.29
24-05-19,41.314
27-05-19,41.341
28-05-19,41.152
29-05-19,41.152
30-05-19,41.483
31-05-19,41.973
03-06-19,42.607
04-06-19,42.614
05-06-19,42.794
06-06-19,42.876
07-06-19,43.101
10-06-19,42.741
11-06-19,42.687
12-06-19,42.877
13-06-19,43.23
14-06-19,43.132
17-06-19,43.075
18-06-19,43.26
19-06-19,43.658
20-06-19,44.725
21-06-19,44.989
24-06-19,45.828
25-06-19,45.614
26-06-19,45.362
27-06-19,45.372
28-06-19,45.325
30-06-19,44.764
01-07-19,44.547
02-07-19,46.02
03-07-19,45.605
04-07-19,45.686
05-07-19,44.984
07-07-19,44.876
08-07-19,44.832
09-07-19,44.863
10-07-19,45.722
11-07-19,45.14
12-07-19,45.504
14-07-19,45.534
15-07-19,45.513
16-07-19,45.183
17-07-19,45.812
18-07-19,46.394
19-07-19,45.821
21-07-19,45.818
22-07-19,45.775
23-07-19,45.561
24-07-19,45.828
25-07-19,45.499
26-07-19,45.601
28-07-19,45.66
29-07-19,45.801
30-07-19,46.005
31-07-19,45.401
01-08-19,46.241
02-08-19,46.318
04-08-19,46.285
05-08-19,47.393
06-08-19,47.487
07-08-19,48.274
08-08-19,48.366
09-08-19,48.141
11-08-19,48.265
12-08-19,48.619
13-08-19,48.26
14-08-19,48.772
15-08-19,49.037
16-08-19,48.663
18-08-19,48.532
19-08-19,48.108
20-08-19,48.428
21-08-19,48.313
22-08-19,48.149
23-08-19,49.084
25-08-19,49.754
26-08-19,49.147
27-08-19,49.622
28-08-19,49.477
29-08-19,49.144
30-08-19,48.886
01-09-19,49.166
02-09-19,49.073
03-09-19,49.811
04-09-19,49.879
05-09-19,48.819
06-09-19,48.427
08-09-19,48.413
09-09-19,48.136
10-09-19,47.815
11-09-19,48.003
12-09-19,48.16
13-09-19,47.86
16-09-19,48.159
17-09-19,48.253
18-09-19,47.943
19-09-19,48.216
20-09-19,48.763
22-09-19,48.691
23-09-19,48.899
24-09-19,49.248
25-09-19,48.436
26-09-19,48.438
27-09-19,48.133
29-09-19,48.108
30-09-19,47.381
01-10-19,47.641
02-10-19,48.229
03-10-19,48.496
04-10-19,48.371
06-10-19,48.494
07-10-19,47.973
08-10-19,48.509
09-10-19,48.695
10-10-19,48.036
11-10-19,47.87
13-10-19,47.737
14-10-19,47.948
15-10-19,47.648
16-10-19,47.909
17-10-19,47.998
18-10-19,47.91
21-10-19,47.719
22-10-19,47.87
23-10-19,47.975
24-10-19,48.316
25-10-19,48.368
28-10-19,47.963
29-10-19,47.821
30-10-19,48.077
31-10-19,48.62
01-11-19,48.673
03-11-19,48.641
04-11-19,48.445
05-11-19,47.722
06-11-19,47.915
07-11-19,47.223
08-11-19,46.905
10-11-19,46.977
11-11-19,46.804
12-11-19,46.892
13-11-19,47.057
14-11-19,47.239
15-11-19,47.149
17-11-19,47.235
18-11-19,47.32
19-11-19,47.406
20-11-19,47.407
21-11-19,47.106
22-11-19,47.016
24-11-19,46.956
25-11-19,46.744
26-11-19,46.961
27-11-19,46.847
28-11-19,46.816
29-11-19,47.067
01-12-19,47.003
02-12-19,47.029
03-12-19,47.481
04-12-19,47.442
05-12-19,47.456
06-12-19,46.944
08-12-19,46.942
09-12-19,46.979
10-12-19,47.069
11-12-19,47.412
12-12-19,47.105
13-12-19,47.443
15-12-19,47.397
16-12-19,47.435
17-12-19,47.445
18-12-19,47.449
19-12-19,47.535
20-12-19,47.524
22-12-19,47.538
23-12-19,47.762
24-12-19,48.167
25-12-19,48.211
26-12-19,48.584
27-12-19,48.582
29-12-19,48.662
30-12-19,48.709
31-12-19,48.781
01-01-18,42.016
02-01-18,42.452
03-01-18,42.154
04-01-18,42.471
05-01-18,42.429
08-01-18,42.387
09-01-18,42.13
10-01-18,42.37
11-01-18,42.532
12-01-18,43.009
15-01-18,43.135
16-01-18,43.11
17-01-18,42.716
18-01-18,42.697
19-01-18,42.813
22-01-18,42.864
23-01-18,43.145
24-01-18,43.604
25-01-18,43.298
26-01-18,43.414
29-01-18,43.119
30-01-18,43.038
31-01-18,43.252
01-02-18,43.351
02-02-18,42.86
05-02-18,43.104
06-02-18,42.613
07-02-18,42.413
08-02-18,42.505
09-02-18,42.324
12-02-18,42.522
13-02-18,42.821
14-02-18,43.53
15-02-18,43.532
16-02-18,43.316
19-02-18,43.256
20-02-18,42.76
21-02-18,42.654
22-02-18,42.787
23-02-18,42.724
26-02-18,42.834
27-02-18,42.36
28-02-18,42.358
01-03-18,42.347
02-03-18,42.52
05-03-18,42.472
06-03-18,43.065
07-03-18,42.586
08-03-18,42.471
09-03-18,42.55
12-03-18,42.603
13-03-18,42.645
14-03-18,42.61
15-03-18,42.308
16-03-18,42.244
19-03-18,42.347
20-03-18,42.122
21-03-18,42.828
22-03-18,42.852
23-03-18,43.312
26-03-18,43.5
27-03-18,43.255
28-03-18,42.651
29-03-18,42.615
30-03-18,42.465
02-04-18,43.137
03-04-18,42.867
04-04-18,42.873
05-04-18,42.786
06-04-18,42.864
09-04-18,42.973
10-04-18,43.143
11-04-18,43.5
12-04-18,43.014
13-04-18,43.251
16-04-18,43.347
17-04-18,43.288
18-04-18,43.425
19-04-18,43.227
20-04-18,42.947
23-04-18,42.58
24-04-18,42.817
25-04-18,42.533
26-04-18,42.378
27-04-18,42.558
30-04-18,42.285
01-05-18,41.974
02-05-18,41.988
03-05-18,42.211
04-05-18,42.277
07-05-18,42.305
08-05-18,42.323
09-05-18,42.198
10-05-18,42.477
11-05-18,42.389
14-05-18,42.24
15-05-18,41.563
16-05-18,41.531
17-05-18,41.462
18-05-18,41.58
21-05-18,41.556
22-05-18,41.616
23-05-18,41.638
24-05-18,41.939
25-05-18,41.846
28-05-18,41.736
29-05-18,41.866
30-05-18,41.881
31-05-18,41.784
01-06-18,41.573
04-06-18,41.526
05-06-18,41.697
06-06-18,41.715
07-06-18,41.712
08-06-18,41.755
11-06-18,41.739
12-06-18,41.654
13-06-18,41.778
14-06-18,41.875
15-06-18,41.156
18-06-18,41.199
19-06-18,40.999
20-06-18,40.818
21-06-18,40.748
22-06-18,40.813
25-06-18,40.703
26-06-18,40.454
27-06-18,40.285
28-06-18,40.147
29-06-18,40.28
02-07-18,39.94
03-07-18,40.35
04-07-18,40.413
05-07-18,40.425
06-07-18,40.349
09-07-18,40.461
10-07-18,40.39
11-07-18,39.957
12-07-18,40.061
13-07-18,39.916
16-07-18,39.893
17-07-18,39.457
18-07-18,39.463
19-07-18,39.338
20-07-18,39.605
23-07-18,39.363
24-07-18,39.392
25-07-18,39.646
26-07-18,39.359
27-07-18,39.316
30-07-18,39.304
31-07-18,39.358
01-08-18,39.156
02-08-18,38.851
03-08-18,39.015
06-08-18,38.86
07-08-18,38.983
08-08-18,39.011
09-08-18,38.973
10-08-18,38.943
13-08-18,38.354
14-08-18,38.387
15-08-18,38.168
16-08-18,38.168
17-08-18,38.168
20-08-18,38.301
21-08-18,38.457
22-08-18,38.425
23-08-18,38.086
24-08-18,38.776
27-08-18,38.935
28-08-18,38.671
29-08-18,38.812
30-08-18,38.58
31-08-18,38.617
03-09-18,38.608
04-09-18,38.329
05-09-18,38.49
06-09-18,38.619
07-09-18,38.45
10-09-18,38.424
11-09-18,38.489
12-09-18,38.782
13-09-18,38.65
14-09-18,38.375
17-09-18,38.532
18-09-18,38.569
19-09-18,38.711
20-09-18,38.819
21-09-18,38.564
24-09-18,38.561
25-09-18,38.623
26-09-18,38.47
28-09-18,38.328
01-10-18,38.228
02-10-18,38.764
03-10-18,38.518
04-10-18,38.554
05-10-18,38.674
08-10-18,38.281
09-10-18,38.258
10-10-18,38.394
11-10-18,39.265
12-10-18,39.163
15-10-18,39.445
16-10-18,39.385
17-10-18,39.298
18-10-18,39.414
19-10-18,39.432
22-10-18,39.298
23-10-18,39.578
24-10-18,39.712
25-10-18,39.605
26-10-18,39.664
29-10-18,39.552
30-10-18,39.309
31-10-18,39.101
01-11-18,39.645
02-11-18,39.643
05-11-18,39.587
06-11-18,39.475
07-11-18,39.422
08-11-18,39.326
09-11-18,38.891
12-11-18,38.654
13-11-18,38.681
14-11-18,38.939
15-11-18,39.032
16-11-18,39.266
19-11-18,39.358
20-11-18,39.28
21-11-18,39.412
22-11-18,39.464
23-11-18,39.326
26-11-18,39.309
27-11-18,39.05
28-11-18,39.259
29-11-18,39.364
30-11-18,39.299
03-12-18,39.587
04-12-18,39.828
05-12-18,39.811
06-12-18,39.79
07-12-18,40.145
10-12-18,40.002
11-12-18,39.971
12-12-18,40.066
13-12-18,39.949
14-12-18,39.821
17-12-18,40.057
18-12-18,40.172
19-12-18,40.006
20-12-18,40.574
21-12-18,40.374
24-12-18,40.806
25-12-18,40.749
26-12-18,40.809
27-12-18,40.985
28-12-18,41.18
31-12-18,41.245
